premise	hypothesis	entailment	reasoning_type	function_name	g_id
The ruler is in the pencil case. The pencil case is inside the box.	The ruler is out of the box.	contradiction	containment	two_hop_is_in	1
The ruler is in the pencil case. The pencil case is inside the box.	The ruler is outside the box.	contradiction	containment	two_hop_is_in	1
The ruler is in the pencil case. The pencil case is in the box.	The ruler is inside the box.	entailment	containment	two_hop_is_in	0
The ruler is in the pencil case. The pencil case is in the box.	The ruler is in the box.	entailment	containment	two_hop_is_in	0
The ruler is in the pencil case. The pencil case is in the box.	The ruler is out of the box.	contradiction	containment	two_hop_is_in	1
The ruler is in the pencil case. The pencil case is in the box.	The ruler is outside the box.	contradiction	containment	two_hop_is_in	1
The ruler is inside the small box. The small box is inside the cabinet.	The ruler is inside the cabinet.	entailment	containment	two_hop_is_in	0
The ruler is inside the small box. The small box is inside the cabinet.	The ruler is in the cabinet.	entailment	containment	two_hop_is_in	0
The ruler is inside the small box. The small box is inside the cabinet.	The ruler is out of the cabinet.	contradiction	containment	two_hop_is_in	1
The ruler is inside the small box. The small box is inside the cabinet.	The ruler is outside the cabinet.	contradiction	containment	two_hop_is_in	1
The ruler is inside the small box. The small box is in the cabinet.	The ruler is inside the cabinet.	entailment	containment	two_hop_is_in	0
The ruler is inside the small box. The small box is in the cabinet.	The ruler is in the cabinet.	entailment	containment	two_hop_is_in	0
The ruler is inside the small box. The small box is in the cabinet.	The ruler is out of the cabinet.	contradiction	containment	two_hop_is_in	1
The ruler is inside the small box. The small box is in the cabinet.	The ruler is outside the cabinet.	contradiction	containment	two_hop_is_in	1
The ruler is in the small box. The small box is inside the cabinet.	The ruler is inside the cabinet.	entailment	containment	two_hop_is_in	0
The ruler is in the small box. The small box is inside the cabinet.	The ruler is in the cabinet.	entailment	containment	two_hop_is_in	0
The ruler is in the small box. The small box is inside the cabinet.	The ruler is out of the cabinet.	contradiction	containment	two_hop_is_in	1
The ruler is in the small box. The small box is inside the cabinet.	The ruler is outside the cabinet.	contradiction	containment	two_hop_is_in	1
The ruler is in the small box. The small box is in the cabinet.	The ruler is inside the cabinet.	entailment	containment	two_hop_is_in	0
The ruler is in the small box. The small box is in the cabinet.	The ruler is in the cabinet.	entailment	containment	two_hop_is_in	0
The ruler is in the small box. The small box is in the cabinet.	The ruler is out of the cabinet.	contradiction	containment	two_hop_is_in	1
The ruler is in the small box. The small box is in the cabinet.	The ruler is outside the cabinet.	contradiction	containment	two_hop_is_in	1
The ruler is inside the small box. The small box is inside the suitcase.	The ruler is inside the suitcase.	entailment	containment	two_hop_is_in	0
The ruler is inside the small box. The small box is inside the suitcase.	The ruler is in the suitcase.	entailment	containment	two_hop_is_in	0
The ruler is inside the small box. The small box is inside the suitcase.	The ruler is out of the suitcase.	contradiction	containment	two_hop_is_in	1
The ruler is inside the small box. The small box is inside the suitcase.	The ruler is outside the suitcase.	contradiction	containment	two_hop_is_in	1
The ruler is inside the small box. The small box is in the suitcase.	The ruler is inside the suitcase.	entailment	containment	two_hop_is_in	0
The ruler is inside the small box. The small box is in the suitcase.	The ruler is in the suitcase.	entailment	containment	two_hop_is_in	0
The ruler is inside the small box. The small box is in the suitcase.	The ruler is out of the suitcase.	contradiction	containment	two_hop_is_in	1
The ruler is inside the small box. The small box is in the suitcase.	The ruler is outside the suitcase.	contradiction	containment	two_hop_is_in	1
The ruler is in the small box. The small box is inside the suitcase.	The ruler is inside the suitcase.	entailment	containment	two_hop_is_in	0
The ruler is in the small box. The small box is inside the suitcase.	The ruler is in the suitcase.	entailment	containment	two_hop_is_in	0
The ruler is in the small box. The small box is inside the suitcase.	The ruler is out of the suitcase.	contradiction	containment	two_hop_is_in	1
The ruler is in the small box. The small box is inside the suitcase.	The ruler is outside the suitcase.	contradiction	containment	two_hop_is_in	1
The ruler is in the small box. The small box is in the suitcase.	The ruler is inside the suitcase.	entailment	containment	two_hop_is_in	0
The ruler is in the small box. The small box is in the suitcase.	The ruler is in the suitcase.	entailment	containment	two_hop_is_in	0
The ruler is in the small box. The small box is in the suitcase.	The ruler is out of the suitcase.	contradiction	containment	two_hop_is_in	1
The ruler is in the small box. The small box is in the suitcase.	The ruler is outside the suitcase.	contradiction	containment	two_hop_is_in	1
The ruler is inside the small box. The small box is inside the box.	The ruler is inside the box.	entailment	containment	two_hop_is_in	0
The ruler is inside the small box. The small box is inside the box.	The ruler is in the box.	entailment	containment	two_hop_is_in	0
The ruler is inside the small box. The small box is inside the box.	The ruler is out of the box.	contradiction	containment	two_hop_is_in	1
The ruler is inside the small box. The small box is inside the box.	The ruler is outside the box.	contradiction	containment	two_hop_is_in	1
The ruler is inside the small box. The small box is in the box.	The ruler is inside the box.	entailment	containment	two_hop_is_in	0
The ruler is inside the small box. The small box is in the box.	The ruler is in the box.	entailment	containment	two_hop_is_in	0
The ruler is inside the small box. The small box is in the box.	The ruler is out of the box.	contradiction	containment	two_hop_is_in	1
The ruler is inside the small box. The small box is in the box.	The ruler is outside the box.	contradiction	containment	two_hop_is_in	1
The ruler is in the small box. The small box is inside the box.	The ruler is inside the box.	entailment	containment	two_hop_is_in	0
The ruler is in the small box. The small box is inside the box.	The ruler is in the box.	entailment	containment	two_hop_is_in	0
The ruler is in the small box. The small box is inside the box.	The ruler is out of the box.	contradiction	containment	two_hop_is_in	1
The ruler is in the small box. The small box is inside the box.	The ruler is outside the box.	contradiction	containment	two_hop_is_in	1
The ruler is in the small box. The small box is in the box.	The ruler is inside the box.	entailment	containment	two_hop_is_in	0
The ruler is in the small box. The small box is in the box.	The ruler is in the box.	entailment	containment	two_hop_is_in	0
The ruler is in the small box. The small box is in the box.	The ruler is out of the box.	contradiction	containment	two_hop_is_in	1
The ruler is in the small box. The small box is in the box.	The ruler is outside the box.	contradiction	containment	two_hop_is_in	1
The eraser is inside the pencil case. The pencil case is inside the cabinet.	The eraser is inside the cabinet.	entailment	containment	two_hop_is_in	0
The eraser is inside the pencil case. The pencil case is inside the cabinet.	The eraser is in the cabinet.	entailment	containment	two_hop_is_in	0
The eraser is inside the pencil case. The pencil case is inside the cabinet.	The eraser is out of the cabinet.	contradiction	containment	two_hop_is_in	1
The eraser is inside the pencil case. The pencil case is inside the cabinet.	The eraser is outside the cabinet.	contradiction	containment	two_hop_is_in	1
The eraser is inside the pencil case. The pencil case is in the cabinet.	The eraser is inside the cabinet.	entailment	containment	two_hop_is_in	0
The eraser is inside the pencil case. The pencil case is in the cabinet.	The eraser is in the cabinet.	entailment	containment	two_hop_is_in	0
The eraser is inside the pencil case. The pencil case is in the cabinet.	The eraser is out of the cabinet.	contradiction	containment	two_hop_is_in	1
The eraser is inside the pencil case. The pencil case is in the cabinet.	The eraser is outside the cabinet.	contradiction	containment	two_hop_is_in	1
The eraser is in the pencil case. The pencil case is inside the cabinet.	The eraser is inside the cabinet.	entailment	containment	two_hop_is_in	0
The eraser is in the pencil case. The pencil case is inside the cabinet.	The eraser is in the cabinet.	entailment	containment	two_hop_is_in	0
The eraser is in the pencil case. The pencil case is inside the cabinet.	The eraser is out of the cabinet.	contradiction	containment	two_hop_is_in	1
The eraser is in the pencil case. The pencil case is inside the cabinet.	The eraser is outside the cabinet.	contradiction	containment	two_hop_is_in	1
The eraser is in the pencil case. The pencil case is in the cabinet.	The eraser is inside the cabinet.	entailment	containment	two_hop_is_in	0
The eraser is in the pencil case. The pencil case is in the cabinet.	The eraser is in the cabinet.	entailment	containment	two_hop_is_in	0
The eraser is in the pencil case. The pencil case is in the cabinet.	The eraser is out of the cabinet.	contradiction	containment	two_hop_is_in	1
The eraser is in the pencil case. The pencil case is in the cabinet.	The eraser is outside the cabinet.	contradiction	containment	two_hop_is_in	1
The eraser is inside the pencil case. The pencil case is inside the suitcase.	The eraser is inside the suitcase.	entailment	containment	two_hop_is_in	0
The eraser is inside the pencil case. The pencil case is inside the suitcase.	The eraser is in the suitcase.	entailment	containment	two_hop_is_in	0
The eraser is inside the pencil case. The pencil case is inside the suitcase.	The eraser is out of the suitcase.	contradiction	containment	two_hop_is_in	1
The eraser is inside the pencil case. The pencil case is inside the suitcase.	The eraser is outside the suitcase.	contradiction	containment	two_hop_is_in	1
The eraser is inside the pencil case. The pencil case is in the suitcase.	The eraser is inside the suitcase.	entailment	containment	two_hop_is_in	0
The eraser is inside the pencil case. The pencil case is in the suitcase.	The eraser is in the suitcase.	entailment	containment	two_hop_is_in	0
The eraser is inside the pencil case. The pencil case is in the suitcase.	The eraser is out of the suitcase.	contradiction	containment	two_hop_is_in	1
The eraser is inside the pencil case. The pencil case is in the suitcase.	The eraser is outside the suitcase.	contradiction	containment	two_hop_is_in	1
The eraser is in the pencil case. The pencil case is inside the suitcase.	The eraser is inside the suitcase.	entailment	containment	two_hop_is_in	0
The eraser is in the pencil case. The pencil case is inside the suitcase.	The eraser is in the suitcase.	entailment	containment	two_hop_is_in	0
The eraser is in the pencil case. The pencil case is inside the suitcase.	The eraser is out of the suitcase.	contradiction	containment	two_hop_is_in	1
The eraser is in the pencil case. The pencil case is inside the suitcase.	The eraser is outside the suitcase.	contradiction	containment	two_hop_is_in	1
The eraser is in the pencil case. The pencil case is in the suitcase.	The eraser is inside the suitcase.	entailment	containment	two_hop_is_in	0
The eraser is in the pencil case. The pencil case is in the suitcase.	The eraser is in the suitcase.	entailment	containment	two_hop_is_in	0
The eraser is in the pencil case. The pencil case is in the suitcase.	The eraser is out of the suitcase.	contradiction	containment	two_hop_is_in	1
The eraser is in the pencil case. The pencil case is in the suitcase.	The eraser is outside the suitcase.	contradiction	containment	two_hop_is_in	1
The eraser is inside the pencil case. The pencil case is inside the box.	The eraser is inside the box.	entailment	containment	two_hop_is_in	0
The eraser is inside the pencil case. The pencil case is inside the box.	The eraser is in the box.	entailment	containment	two_hop_is_in	0
The eraser is inside the pencil case. The pencil case is inside the box.	The eraser is out of the box.	contradiction	containment	two_hop_is_in	1
The eraser is inside the pencil case. The pencil case is inside the box.	The eraser is outside the box.	contradiction	containment	two_hop_is_in	1
The eraser is inside the pencil case. The pencil case is in the box.	The eraser is inside the box.	entailment	containment	two_hop_is_in	0
The eraser is inside the pencil case. The pencil case is in the box.	The eraser is in the box.	entailment	containment	two_hop_is_in	0
The eraser is inside the pencil case. The pencil case is in the box.	The eraser is out of the box.	contradiction	containment	two_hop_is_in	1
The eraser is inside the pencil case. The pencil case is in the box.	The eraser is outside the box.	contradiction	containment	two_hop_is_in	1
The eraser is in the pencil case. The pencil case is inside the box.	The eraser is inside the box.	entailment	containment	two_hop_is_in	0
The eraser is in the pencil case. The pencil case is inside the box.	The eraser is in the box.	entailment	containment	two_hop_is_in	0
The eraser is in the pencil case. The pencil case is inside the box.	The eraser is out of the box.	contradiction	containment	two_hop_is_in	1
The eraser is in the pencil case. The pencil case is inside the box.	The eraser is outside the box.	contradiction	containment	two_hop_is_in	1
The eraser is in the pencil case. The pencil case is in the box.	The eraser is inside the box.	entailment	containment	two_hop_is_in	0
The eraser is in the pencil case. The pencil case is in the box.	The eraser is in the box.	entailment	containment	two_hop_is_in	0
The eraser is in the pencil case. The pencil case is in the box.	The eraser is out of the box.	contradiction	containment	two_hop_is_in	1
The eraser is in the pencil case. The pencil case is in the box.	The eraser is outside the box.	contradiction	containment	two_hop_is_in	1
The eraser is inside the small box. The small box is inside the cabinet.	The eraser is inside the cabinet.	entailment	containment	two_hop_is_in	0
The eraser is inside the small box. The small box is inside the cabinet.	The eraser is in the cabinet.	entailment	containment	two_hop_is_in	0
The eraser is inside the small box. The small box is inside the cabinet.	The eraser is out of the cabinet.	contradiction	containment	two_hop_is_in	1
The eraser is inside the small box. The small box is inside the cabinet.	The eraser is outside the cabinet.	contradiction	containment	two_hop_is_in	1
The eraser is inside the small box. The small box is in the cabinet.	The eraser is inside the cabinet.	entailment	containment	two_hop_is_in	0
The eraser is inside the small box. The small box is in the cabinet.	The eraser is in the cabinet.	entailment	containment	two_hop_is_in	0
The eraser is inside the small box. The small box is in the cabinet.	The eraser is out of the cabinet.	contradiction	containment	two_hop_is_in	1
The eraser is inside the small box. The small box is in the cabinet.	The eraser is outside the cabinet.	contradiction	containment	two_hop_is_in	1
The eraser is in the small box. The small box is inside the cabinet.	The eraser is inside the cabinet.	entailment	containment	two_hop_is_in	0
The eraser is in the small box. The small box is inside the cabinet.	The eraser is in the cabinet.	entailment	containment	two_hop_is_in	0
The eraser is in the small box. The small box is inside the cabinet.	The eraser is out of the cabinet.	contradiction	containment	two_hop_is_in	1
The eraser is in the small box. The small box is inside the cabinet.	The eraser is outside the cabinet.	contradiction	containment	two_hop_is_in	1
The eraser is in the small box. The small box is in the cabinet.	The eraser is inside the cabinet.	entailment	containment	two_hop_is_in	0
The eraser is in the small box. The small box is in the cabinet.	The eraser is in the cabinet.	entailment	containment	two_hop_is_in	0
The eraser is in the small box. The small box is in the cabinet.	The eraser is out of the cabinet.	contradiction	containment	two_hop_is_in	1
The eraser is in the small box. The small box is in the cabinet.	The eraser is outside the cabinet.	contradiction	containment	two_hop_is_in	1
The eraser is inside the small box. The small box is inside the suitcase.	The eraser is inside the suitcase.	entailment	containment	two_hop_is_in	0
The eraser is inside the small box. The small box is inside the suitcase.	The eraser is in the suitcase.	entailment	containment	two_hop_is_in	0
The eraser is inside the small box. The small box is inside the suitcase.	The eraser is out of the suitcase.	contradiction	containment	two_hop_is_in	1
The eraser is inside the small box. The small box is inside the suitcase.	The eraser is outside the suitcase.	contradiction	containment	two_hop_is_in	1
The eraser is inside the small box. The small box is in the suitcase.	The eraser is inside the suitcase.	entailment	containment	two_hop_is_in	0
The eraser is inside the small box. The small box is in the suitcase.	The eraser is in the suitcase.	entailment	containment	two_hop_is_in	0
The eraser is inside the small box. The small box is in the suitcase.	The eraser is out of the suitcase.	contradiction	containment	two_hop_is_in	1
The eraser is inside the small box. The small box is in the suitcase.	The eraser is outside the suitcase.	contradiction	containment	two_hop_is_in	1
The eraser is in the small box. The small box is inside the suitcase.	The eraser is inside the suitcase.	entailment	containment	two_hop_is_in	0
The eraser is in the small box. The small box is inside the suitcase.	The eraser is in the suitcase.	entailment	containment	two_hop_is_in	0
The eraser is in the small box. The small box is inside the suitcase.	The eraser is out of the suitcase.	contradiction	containment	two_hop_is_in	1
The eraser is in the small box. The small box is inside the suitcase.	The eraser is outside the suitcase.	contradiction	containment	two_hop_is_in	1
The eraser is in the small box. The small box is in the suitcase.	The eraser is inside the suitcase.	entailment	containment	two_hop_is_in	0
The eraser is in the small box. The small box is in the suitcase.	The eraser is in the suitcase.	entailment	containment	two_hop_is_in	0
The eraser is in the small box. The small box is in the suitcase.	The eraser is out of the suitcase.	contradiction	containment	two_hop_is_in	1
The eraser is in the small box. The small box is in the suitcase.	The eraser is outside the suitcase.	contradiction	containment	two_hop_is_in	1
The eraser is inside the small box. The small box is inside the box.	The eraser is inside the box.	entailment	containment	two_hop_is_in	0
The eraser is inside the small box. The small box is inside the box.	The eraser is in the box.	entailment	containment	two_hop_is_in	0
The eraser is inside the small box. The small box is inside the box.	The eraser is out of the box.	contradiction	containment	two_hop_is_in	1
The eraser is inside the small box. The small box is inside the box.	The eraser is outside the box.	contradiction	containment	two_hop_is_in	1
The eraser is inside the small box. The small box is in the box.	The eraser is inside the box.	entailment	containment	two_hop_is_in	0
The eraser is inside the small box. The small box is in the box.	The eraser is in the box.	entailment	containment	two_hop_is_in	0
The eraser is inside the small box. The small box is in the box.	The eraser is out of the box.	contradiction	containment	two_hop_is_in	1
The eraser is inside the small box. The small box is in the box.	The eraser is outside the box.	contradiction	containment	two_hop_is_in	1
The eraser is in the small box. The small box is inside the box.	The eraser is inside the box.	entailment	containment	two_hop_is_in	0
The eraser is in the small box. The small box is inside the box.	The eraser is in the box.	entailment	containment	two_hop_is_in	0
The eraser is in the small box. The small box is inside the box.	The eraser is out of the box.	contradiction	containment	two_hop_is_in	1
The eraser is in the small box. The small box is inside the box.	The eraser is outside the box.	contradiction	containment	two_hop_is_in	1
The eraser is in the small box. The small box is in the box.	The eraser is inside the box.	entailment	containment	two_hop_is_in	0
The eraser is in the small box. The small box is in the box.	The eraser is in the box.	entailment	containment	two_hop_is_in	0
The eraser is in the small box. The small box is in the box.	The eraser is out of the box.	contradiction	containment	two_hop_is_in	1
The eraser is in the small box. The small box is in the box.	The eraser is outside the box.	contradiction	containment	two_hop_is_in	1
The computer is inside the cabinet. The cabinet is inside the garage.	The computer is inside the garage.	entailment	containment	two_hop_is_in	0
The computer is inside the cabinet. The cabinet is inside the garage.	The computer is in the garage.	entailment	containment	two_hop_is_in	0
The computer is inside the cabinet. The cabinet is inside the garage.	The computer is out of the garage.	contradiction	containment	two_hop_is_in	1
The computer is inside the cabinet. The cabinet is inside the garage.	The computer is outside the garage.	contradiction	containment	two_hop_is_in	1
The computer is inside the cabinet. The cabinet is in the garage.	The computer is inside the garage.	entailment	containment	two_hop_is_in	0
The computer is inside the cabinet. The cabinet is in the garage.	The computer is in the garage.	entailment	containment	two_hop_is_in	0
The computer is inside the cabinet. The cabinet is in the garage.	The computer is out of the garage.	contradiction	containment	two_hop_is_in	1
The computer is inside the cabinet. The cabinet is in the garage.	The computer is outside the garage.	contradiction	containment	two_hop_is_in	1
The computer is in the cabinet. The cabinet is inside the garage.	The computer is inside the garage.	entailment	containment	two_hop_is_in	0
The computer is in the cabinet. The cabinet is inside the garage.	The computer is in the garage.	entailment	containment	two_hop_is_in	0
The computer is in the cabinet. The cabinet is inside the garage.	The computer is out of the garage.	contradiction	containment	two_hop_is_in	1
The computer is in the cabinet. The cabinet is inside the garage.	The computer is outside the garage.	contradiction	containment	two_hop_is_in	1
The computer is in the cabinet. The cabinet is in the garage.	The computer is inside the garage.	entailment	containment	two_hop_is_in	0
The computer is in the cabinet. The cabinet is in the garage.	The computer is in the garage.	entailment	containment	two_hop_is_in	0
The computer is in the cabinet. The cabinet is in the garage.	The computer is out of the garage.	contradiction	containment	two_hop_is_in	1
The computer is in the cabinet. The cabinet is in the garage.	The computer is outside the garage.	contradiction	containment	two_hop_is_in	1
The computer is inside the cabinet. The cabinet is inside the apartment.	The computer is inside the apartment.	entailment	containment	two_hop_is_in	0
The computer is inside the cabinet. The cabinet is inside the apartment.	The computer is in the apartment.	entailment	containment	two_hop_is_in	0
The computer is inside the cabinet. The cabinet is inside the apartment.	The computer is out of the apartment.	contradiction	containment	two_hop_is_in	1
The computer is inside the cabinet. The cabinet is inside the apartment.	The computer is outside the apartment.	contradiction	containment	two_hop_is_in	1
The computer is inside the cabinet. The cabinet is in the apartment.	The computer is inside the apartment.	entailment	containment	two_hop_is_in	0
The computer is inside the cabinet. The cabinet is in the apartment.	The computer is in the apartment.	entailment	containment	two_hop_is_in	0
The computer is inside the cabinet. The cabinet is in the apartment.	The computer is out of the apartment.	contradiction	containment	two_hop_is_in	1
The computer is inside the cabinet. The cabinet is in the apartment.	The computer is outside the apartment.	contradiction	containment	two_hop_is_in	1
The computer is in the cabinet. The cabinet is inside the apartment.	The computer is inside the apartment.	entailment	containment	two_hop_is_in	0
The computer is in the cabinet. The cabinet is inside the apartment.	The computer is in the apartment.	entailment	containment	two_hop_is_in	0
The computer is in the cabinet. The cabinet is inside the apartment.	The computer is out of the apartment.	contradiction	containment	two_hop_is_in	1
The computer is in the cabinet. The cabinet is inside the apartment.	The computer is outside the apartment.	contradiction	containment	two_hop_is_in	1
The computer is in the cabinet. The cabinet is in the apartment.	The computer is inside the apartment.	entailment	containment	two_hop_is_in	0
The computer is in the cabinet. The cabinet is in the apartment.	The computer is in the apartment.	entailment	containment	two_hop_is_in	0
The computer is in the cabinet. The cabinet is in the apartment.	The computer is out of the apartment.	contradiction	containment	two_hop_is_in	1
The computer is in the cabinet. The cabinet is in the apartment.	The computer is outside the apartment.	contradiction	containment	two_hop_is_in	1
The computer is inside the cabinet. The cabinet is inside the warehouse.	The computer is inside the warehouse.	entailment	containment	two_hop_is_in	0
The computer is inside the cabinet. The cabinet is inside the warehouse.	The computer is in the warehouse.	entailment	containment	two_hop_is_in	0
The computer is inside the cabinet. The cabinet is inside the warehouse.	The computer is out of the warehouse.	contradiction	containment	two_hop_is_in	1
The computer is inside the cabinet. The cabinet is inside the warehouse.	The computer is outside the warehouse.	contradiction	containment	two_hop_is_in	1
The computer is inside the cabinet. The cabinet is in the warehouse.	The computer is inside the warehouse.	entailment	containment	two_hop_is_in	0
The computer is inside the cabinet. The cabinet is in the warehouse.	The computer is in the warehouse.	entailment	containment	two_hop_is_in	0
The computer is inside the cabinet. The cabinet is in the warehouse.	The computer is out of the warehouse.	contradiction	containment	two_hop_is_in	1
The computer is inside the cabinet. The cabinet is in the warehouse.	The computer is outside the warehouse.	contradiction	containment	two_hop_is_in	1
The computer is in the cabinet. The cabinet is inside the warehouse.	The computer is inside the warehouse.	entailment	containment	two_hop_is_in	0
The computer is in the cabinet. The cabinet is inside the warehouse.	The computer is in the warehouse.	entailment	containment	two_hop_is_in	0
The computer is in the cabinet. The cabinet is inside the warehouse.	The computer is out of the warehouse.	contradiction	containment	two_hop_is_in	1
The computer is in the cabinet. The cabinet is inside the warehouse.	The computer is outside the warehouse.	contradiction	containment	two_hop_is_in	1
The computer is in the cabinet. The cabinet is in the warehouse.	The computer is inside the warehouse.	entailment	containment	two_hop_is_in	0
The computer is in the cabinet. The cabinet is in the warehouse.	The computer is in the warehouse.	entailment	containment	two_hop_is_in	0
The computer is in the cabinet. The cabinet is in the warehouse.	The computer is out of the warehouse.	contradiction	containment	two_hop_is_in	1
The computer is in the cabinet. The cabinet is in the warehouse.	The computer is outside the warehouse.	contradiction	containment	two_hop_is_in	1
The computer is inside the suitcase. The suitcase is inside the garage.	The computer is inside the garage.	entailment	containment	two_hop_is_in	0
The computer is inside the suitcase. The suitcase is inside the garage.	The computer is in the garage.	entailment	containment	two_hop_is_in	0
The computer is inside the suitcase. The suitcase is inside the garage.	The computer is out of the garage.	contradiction	containment	two_hop_is_in	1
The computer is inside the suitcase. The suitcase is inside the garage.	The computer is outside the garage.	contradiction	containment	two_hop_is_in	1
The computer is inside the suitcase. The suitcase is in the garage.	The computer is inside the garage.	entailment	containment	two_hop_is_in	0
The computer is inside the suitcase. The suitcase is in the garage.	The computer is in the garage.	entailment	containment	two_hop_is_in	0
The computer is inside the suitcase. The suitcase is in the garage.	The computer is out of the garage.	contradiction	containment	two_hop_is_in	1
The computer is inside the suitcase. The suitcase is in the garage.	The computer is outside the garage.	contradiction	containment	two_hop_is_in	1
The computer is in the suitcase. The suitcase is inside the garage.	The computer is inside the garage.	entailment	containment	two_hop_is_in	0
The computer is in the suitcase. The suitcase is inside the garage.	The computer is in the garage.	entailment	containment	two_hop_is_in	0
The computer is in the suitcase. The suitcase is inside the garage.	The computer is out of the garage.	contradiction	containment	two_hop_is_in	1
The computer is in the suitcase. The suitcase is inside the garage.	The computer is outside the garage.	contradiction	containment	two_hop_is_in	1
The computer is in the suitcase. The suitcase is in the garage.	The computer is inside the garage.	entailment	containment	two_hop_is_in	0
The computer is in the suitcase. The suitcase is in the garage.	The computer is in the garage.	entailment	containment	two_hop_is_in	0
The computer is in the suitcase. The suitcase is in the garage.	The computer is out of the garage.	contradiction	containment	two_hop_is_in	1
The computer is in the suitcase. The suitcase is in the garage.	The computer is outside the garage.	contradiction	containment	two_hop_is_in	1
The computer is inside the suitcase. The suitcase is inside the apartment.	The computer is inside the apartment.	entailment	containment	two_hop_is_in	0
The computer is inside the suitcase. The suitcase is inside the apartment.	The computer is in the apartment.	entailment	containment	two_hop_is_in	0
The computer is inside the suitcase. The suitcase is inside the apartment.	The computer is out of the apartment.	contradiction	containment	two_hop_is_in	1
The computer is inside the suitcase. The suitcase is inside the apartment.	The computer is outside the apartment.	contradiction	containment	two_hop_is_in	1
The computer is inside the suitcase. The suitcase is in the apartment.	The computer is inside the apartment.	entailment	containment	two_hop_is_in	0
The computer is inside the suitcase. The suitcase is in the apartment.	The computer is in the apartment.	entailment	containment	two_hop_is_in	0
The computer is inside the suitcase. The suitcase is in the apartment.	The computer is out of the apartment.	contradiction	containment	two_hop_is_in	1
The computer is inside the suitcase. The suitcase is in the apartment.	The computer is outside the apartment.	contradiction	containment	two_hop_is_in	1
The computer is in the suitcase. The suitcase is inside the apartment.	The computer is inside the apartment.	entailment	containment	two_hop_is_in	0
The computer is in the suitcase. The suitcase is inside the apartment.	The computer is in the apartment.	entailment	containment	two_hop_is_in	0
The computer is in the suitcase. The suitcase is inside the apartment.	The computer is out of the apartment.	contradiction	containment	two_hop_is_in	1
The computer is in the suitcase. The suitcase is inside the apartment.	The computer is outside the apartment.	contradiction	containment	two_hop_is_in	1
The computer is in the suitcase. The suitcase is in the apartment.	The computer is inside the apartment.	entailment	containment	two_hop_is_in	0
The computer is in the suitcase. The suitcase is in the apartment.	The computer is in the apartment.	entailment	containment	two_hop_is_in	0
The computer is in the suitcase. The suitcase is in the apartment.	The computer is out of the apartment.	contradiction	containment	two_hop_is_in	1
The computer is in the suitcase. The suitcase is in the apartment.	The computer is outside the apartment.	contradiction	containment	two_hop_is_in	1
The computer is inside the suitcase. The suitcase is inside the warehouse.	The computer is inside the warehouse.	entailment	containment	two_hop_is_in	0
The computer is inside the suitcase. The suitcase is inside the warehouse.	The computer is in the warehouse.	entailment	containment	two_hop_is_in	0
The computer is inside the suitcase. The suitcase is inside the warehouse.	The computer is out of the warehouse.	contradiction	containment	two_hop_is_in	1
The computer is inside the suitcase. The suitcase is inside the warehouse.	The computer is outside the warehouse.	contradiction	containment	two_hop_is_in	1
The computer is inside the suitcase. The suitcase is in the warehouse.	The computer is inside the warehouse.	entailment	containment	two_hop_is_in	0
The computer is inside the suitcase. The suitcase is in the warehouse.	The computer is in the warehouse.	entailment	containment	two_hop_is_in	0
The computer is inside the suitcase. The suitcase is in the warehouse.	The computer is out of the warehouse.	contradiction	containment	two_hop_is_in	1
The computer is inside the suitcase. The suitcase is in the warehouse.	The computer is outside the warehouse.	contradiction	containment	two_hop_is_in	1
The computer is in the suitcase. The suitcase is inside the warehouse.	The computer is inside the warehouse.	entailment	containment	two_hop_is_in	0
The computer is in the suitcase. The suitcase is inside the warehouse.	The computer is in the warehouse.	entailment	containment	two_hop_is_in	0
The computer is in the suitcase. The suitcase is inside the warehouse.	The computer is out of the warehouse.	contradiction	containment	two_hop_is_in	1
The computer is in the suitcase. The suitcase is inside the warehouse.	The computer is outside the warehouse.	contradiction	containment	two_hop_is_in	1
The computer is in the suitcase. The suitcase is in the warehouse.	The computer is inside the warehouse.	entailment	containment	two_hop_is_in	0
The computer is in the suitcase. The suitcase is in the warehouse.	The computer is in the warehouse.	entailment	containment	two_hop_is_in	0
The computer is in the suitcase. The suitcase is in the warehouse.	The computer is out of the warehouse.	contradiction	containment	two_hop_is_in	1
The computer is in the suitcase. The suitcase is in the warehouse.	The computer is outside the warehouse.	contradiction	containment	two_hop_is_in	1
The computer is inside the box. The box is inside the garage.	The computer is inside the garage.	entailment	containment	two_hop_is_in	0
The computer is inside the box. The box is inside the garage.	The computer is in the garage.	entailment	containment	two_hop_is_in	0
The computer is inside the box. The box is inside the garage.	The computer is out of the garage.	contradiction	containment	two_hop_is_in	1
The computer is inside the box. The box is inside the garage.	The computer is outside the garage.	contradiction	containment	two_hop_is_in	1
The computer is inside the box. The box is in the garage.	The computer is inside the garage.	entailment	containment	two_hop_is_in	0
The computer is inside the box. The box is in the garage.	The computer is in the garage.	entailment	containment	two_hop_is_in	0
The computer is inside the box. The box is in the garage.	The computer is out of the garage.	contradiction	containment	two_hop_is_in	1
The computer is inside the box. The box is in the garage.	The computer is outside the garage.	contradiction	containment	two_hop_is_in	1
The computer is in the box. The box is inside the garage.	The computer is inside the garage.	entailment	containment	two_hop_is_in	0
The computer is in the box. The box is inside the garage.	The computer is in the garage.	entailment	containment	two_hop_is_in	0
